model,row_count,mae,median_absolute_error,rmse,r2,mape_pct,within_10_pct,within_15_pct,within_20_pct
segment_improved_unknown,11611,102767.95845281925,45337.82952737925,245134.58127463836,0.40091854683132977,72.80964866894408,36.39652054086642,49.8923434674016,60.52019636551545
segment_land,2385,44063.81028621978,8337.477911941398,153037.12402559072,0.044708657160208665,1249.6281994079006,7.085953878406709,10.482180293501047,14.381551362683437
segment_residential,1528,52135.03258823292,22314.8914050732,128668.86116205355,0.5772760781120907,44.130632100839655,52.35602094240838,67.5392670157068,76.11256544502618
segment_commercial_or_income,106,303998.57779236895,132075.68423588332,635644.5554778109,0.38301415758872304,42.75279649952605,17.92452830188679,31.132075471698112,37.735849056603776
segment_industrial,31,595501.8377102441,336184.7879065552,1086844.9804809336,-0.12445707083752877,2365.5403875465804,0.0,6.451612903225806,6.451612903225806
